web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573167023-272","https://developers.google.com/earth-engine/datasets/catalog","MACAv2-METDATA Monthly Summaries: University of Idaho, Multivariate Adaptive Constructed Analogs Applied to Global  Climate Models","https://developers.google.com/earth-engine/datasets/catalog/IDAHO_EPSCOR_MACAv2_METDATA_MONTHLY","1900-01-01T00:00:00 - 2099-12-31T00:00:00","University of Idaho","http://climate.nkn.uidaho.edu/MACA/","maca
    
      climate
    
      conus
    
      monthly
    
      geophysical
    
      idaho","The MACAv2-METDATA dataset is a collection of 20 global
climate models covering the conterminous USA. The Multivariate Adaptive
Constructed Analogs (MACA) method is a statistical downscaling
method which utilizes a training dataset (i.e. a meteorological
observation dataset) to remove historical biases and match spatial
patterns in climate model output."
"1573166926-225","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 4 TM Collection 1 Tier 1 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C01_T1","null","USGS","http://landsat.usgs.gov/","global
    
      tm
    
      l4
    
      lt4
    
      c1
    
      tier1
    
      t1
    
      radiance
    
      landsat
    
      usgs","Landsat 4 TM Collection 1 Tier 1 DN values, representing scaled, calibrated at-sensor radiance."
"1573165985-63","https://developers.google.com/earth-engine/datasets/catalog","CHIRPS Daily: Climate Hazards Group InfraRed Precipitation with Station Data (version 2.0 final)","https://developers.google.com/earth-engine/datasets/catalog/UCSB-CHG_CHIRPS_DAILY","1981-01-01T00:00:00 - Present","UCSB/CHG","https://chc.ucsb.edu/data/chirps","precipitation
    
      climate
    
      weather
    
      geophysical
    
      ucsb
    
      chg","Climate Hazards Group InfraRed Precipitation with Station data (CHIRPS)
is a 30+ year quasi-global rainfall dataset. CHIRPS incorporates
0.05° resolution satellite imagery with in-situ station data
to create gridded rainfall time series for trend analysis and seasonal
drought monitoring."
"1573167091-305","https://developers.google.com/earth-engine/datasets/catalog","Global ALOS mTPI (Multi-Scale Topographic Position Index)","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_mTPI","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      global
    
      csp
    
      ergo","The mTPI distinguishes ridge from valley forms. It is calculated using
elevation data for each location subtracted by the mean elevation within a
neighborhood. mTPI uses moving windows of radius (km): 115.8, 89.9, 35.5,
13.1, 5.6, 2.8, and 1.2. It is based on the 30m ""AVE"" band of JAXA's ALOS
DEM (available in EE as JAXA/ALOS/AW3D30_V1_1)."
"1573165885-22","https://developers.google.com/earth-engine/datasets/catalog","PROBA-V C1 Top Of Canopy Daily Synthesis 333m","https://developers.google.com/earth-engine/datasets/catalog/VITO_PROBAV_C1_S1_TOC_333M","2013-10-17T00:00:00 - Present","Vito / ESA","http://proba-v.vgt.vito.be/","multispectral
    
      swir
    
      nir
    
      proba
    
      probav
    
      vito
    
      esa","Proba-V is a satellite mission tasked to map land cover and vegetation
growth. It was designed to provide continuity for the VGT optical instrument
from the SPOT-4 and SPOT-5 missions."
"1573165856-8","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03VFDEM","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      void-filled
    
      elevation
    
      dem
    
      topography
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573166531-138","https://developers.google.com/earth-engine/datasets/catalog","NCEP/NCAR Reanalysis Data, Sea-Level Pressure","https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_sea_level_pressure","1948-01-01T00:00:00 - Present","NCEP / NCAR","http://www.esrl.noaa.gov/psd/data/gridded/data.ncep.reanalysis.html","atmosphere
    
      reanalysis
    
      climate
    
      geophysical
    
      pressure
    
      ncep
    
      ncar
    
      noaa","The NCEP/NCAR Reanalysis Project is a joint project between the National
Centers for Environmental Prediction (NCEP, formerly ""NMC"") and the
National Center for Atmospheric Research (NCAR). The goal of this joint
effort is to produce new atmospheric analyses using historical data as
well as to produce analyses of the current atmospheric state (Climate Data
Assimilation System, CDAS). The NCEP/NCAR Reanalysis 1 project is using a
state-of-the-art analysis/forecast system to perform data assimilation using
past data from 1948 to the present. The data have 6-hour temporal
resolution (0000, 0600, 1200, and 1800 UTC) and 2.5 degree spatial
resolution."
"1573167149-333","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: UN-Adjusted Population Count (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_UNWPP-Adjusted_Population_Count","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573166941-232","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 2 MSS Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      mss
    
      l2
    
      lm2
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 2 MSS Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573165914-36","https://developers.google.com/earth-engine/datasets/catalog","GTOPO30: Global 30 Arc-Second Elevation","https://developers.google.com/earth-engine/datasets/catalog/USGS_GTOPO30","1996-01-01T00:00:00 - 1996-01-01T00:00:00","United States Geological Survey","https://lta.cr.usgs.gov/GTOPO30","gtopo30
    
      elevation
    
      topography
    
      dem
    
      geophysical
    
      nasa
    
      usgs","GTOPO30 is a global digital elevation model (DEM) with a horizontal grid spacing of 30 arc seconds (approximately 1 kilometer). The DEM was derived from several raster and vector sources of topographic information.  Completed in late 1996, GTOPO30 was developed over a three-year period through a collaborative effort led by the U.S. Geological Survey's Center for Earth Resources Observation and Science (EROS). The following organizations  participated by contributing funding or source data:  the National Aeronautics  and Space Administration (NASA), the United Nations Environment Programme/Global Resource Information Database (UNEP/GRID), the U.S. Agency for International Development (USAID), the Instituto Nacional de Estadistica Geografica e Informatica (INEGI) of Mexico, the Geographical Survey Institute  (GSI) of Japan, Manaaki Whenua Landcare Research of New Zealand, and the  Scientific Committee on Antarctic Research (SCAR)."
"1573166572-143","https://developers.google.com/earth-engine/datasets/catalog","Ocean Color SMI: Standard Mapped Image MODIS Terra Data","https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_MODIS-Terra_L3SMI","2000-02-24T00:00:00 - Present","NASA GSFC","https://oceancolor.gsfc.nasa.gov/","temperature
    
      weather
    
      climate
    
      ocean
    
      biology
    
      chlorophyll
    
      reflectance
    
      nasa
    
      oceandata
    
      modis","This level 3 product includes ocean color and satellite ocean biology data
produced or collected under EOSDIS."
"1573166646-151","https://developers.google.com/earth-engine/datasets/catalog","GRACE Monthly Mass Grids - Ocean","https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_OCEAN","2002-07-31T00:00:00 - 2017-01-05T00:00:00","NASA Jet Propulsion Laboratory","https://grace.jpl.nasa.gov/data/get-data/monthly-mass-grids/","grace
    
      tellus
    
      gravity
    
      mass
    
      water
    
      ocean
    
      nasa
    
      jpl
    
      crs
    
      gfz","GRACE Tellus Monthly Mass Grids provides monthly
gravitational anomalies relative to a 2004-2010 time-mean baseline.
The data contained in this dataset are units of ""Equivalent Water Thickness""
which represent the deviations of mass in terms of vertical extent
of water in centimeters. See the provider's Monthly Mass
Grids Overview
for more details."
"1573166359-115","https://developers.google.com/earth-engine/datasets/catalog","NOAA NHC HURDAT2 Pacific hurricane catalog","https://developers.google.com/earth-engine/datasets/catalog/NOAA_NHC_HURDAT2_pacific","1949-06-11T00:00:00 - 2018-11-09T00:00:00","NOAA NHC","https://www.nhc.noaa.gov/data/","climate
    
      hurricane
    
      weather
    
      weather
    
      noaa
    
      nhc
    
      nhc","Hurricane best track database (HURDAT2)."
"1573166242-98","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Long-term Land Surface Temperature daytime monthly standard deviation","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_SD_v01","2000-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1420114","lst
    
      monthly
    
      modis
    
      mod11a2
    
      envirometrix
    
      openlandmap
    
      opengeohub","Long-term MODIS LST day-time and night-time temperatures standard deviation
at 1 km based on the 2000-2017 time series."
"1573166804-168","https://developers.google.com/earth-engine/datasets/catalog","MCD45A1.051 Burned Area Monthly Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_051_MCD45A1","2000-04-01T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mcd45a1","burn
    
      fire
    
      geophysical
    
      modis
    
      mcd45a1
    
      monthly
    
      global
    
      usgs","The MCD45A1 Burned Area product is a monthly Level-3
gridded 500-meter product, which contains burned area and quality
information. Produced from both the Terra and Aqua MODIS-derived
daily surface reflectance inputs, the algorithm analyzes the
daily surface reflectance dynamics to locate rapid changes, uses
that information to detect the approximate date of burning, and
maps only the spatial extent of recent fires. It provides varied
quality assessment information and a single summary quality assessment
score for each pixel."
"1573166910-217","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 5 TM Collection 1 Tier 1 TOA Reflectance","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C01_T1_TOA","null","null","","global
    
      toa
    
      landsat
    
      usgs","Landsat 5 TM Collection 1 Tier 1
  calibrated top-of-atmosphere (TOA) reflectance.
  Calibration coefficients are extracted from the image metadata.  See
  Chander et al. (2009) for details on the TOA computation."
